"tab1"	"P"
"285"	285	1.97215226305253e-31
"286"	286	1.97215226305253e-31
"287"	287	11.9038437368421
"288"	288	11.9038437368421
"289"	289	0
"290"	290	0
"291"	291	2.68648373899249
"292"	292	2.68648373899249
"293"	293	8.51619243421053
"294"	294	8.51619243421053
"295"	295	4.09166269002564
"296"	296	4.09166269002564
"297"	297	0
"298"	298	0
"299"	299	2.82271342605931
"300"	300	2.82271342605931
"301"	301	3.58429404349196
"302"	302	3.58429404349196
"303"	303	9.10602101140919
"304"	304	9.10602101140919
"305"	305	0
"306"	306	0
"307"	307	5.93603239418033
"308"	308	5.93603239418033
"309"	309	0
"310"	310	0
"311"	311	8.91971389922016
"312"	312	8.91971389922016
"313"	313	0
"314"	314	0
"315"	315	1.92544103836137
"316"	316	1.92544103836137
"317"	317	7.42093805309734
"318"	318	7.42093805309734
"319"	319	1.58219062369795
"320"	320	1.58219062369795
"321"	321	7.84195137157107
"322"	322	7.84195137157107
"323"	323	0
"324"	324	0
"325"	325	7.14468586997612
"326"	326	7.14468586997612
"327"	327	5.2520095520849
"328"	328	5.2520095520849
"329"	329	0
"330"	330	0
"331"	331	6.843678530354
"332"	332	6.843678530354
"333"	333	0
"334"	334	0
"335"	335	12.0884347302632
"336"	336	12.0884347302632
"337"	337	0
"338"	338	0
"339"	339	2.12624892188981
"340"	340	2.12624892188981
"341"	341	7.60228277477066
"342"	342	7.60228277477066
"343"	343	0
"344"	344	0
"345"	345	8.25703618421053
"346"	346	8.25703618421053
"347"	347	0
"348"	348	0
"349"	349	2.07730326742458
"350"	350	2.07730326742458
"351"	351	8.90272780141844
"352"	352	8.90272780141844
"353"	353	0
"354"	354	0
"355"	355	1.99796400955992
"356"	356	1.99796400955992
"357"	357	7.80278569263413
"358"	358	7.80278569263413
"359"	359	0
"360"	360	0
"361"	361	3.11149062658565
"362"	362	3.11149062658565
"363"	363	7.22081154840563
"364"	364	7.22081154840563
"365"	365	0
"366"	366	0
"367"	367	10.7595447947952
"368"	368	10.7595447947952
"369"	369	3.08621416740958
"370"	370	3.08621416740958
"371"	371	0
"372"	372	0
"373"	373	8.13976313245247
"374"	374	8.13976313245247
"375"	375	6.31302205164237
"376"	376	6.31302205164237
"377"	377	0
"378"	378	0
"379"	379	6.4790387738475
"380"	380	6.4790387738475
"381"	381	-7.88860905221012e-31
"382"	382	-7.88860905221012e-31
"383"	383	12.2149861184211
"384"	384	12.2149861184211
"385"	385	0
"386"	386	0
"387"	387	2.72630502821867
"388"	388	2.72630502821867
"389"	389	7.85614667855267
"390"	390	7.85614667855267
"391"	391	0
"392"	392	0
"393"	393	8.72958881578947
"394"	394	8.72958881578947
"395"	395	0
"396"	396	0
"397"	397	2.98276880093253
"398"	398	2.98276880093253
"399"	399	8.50923527597903
"400"	400	8.50923527597903
"401"	401	0
"402"	402	0
"403"	403	2.86884674306121
"404"	404	2.86884674306121
"405"	405	8.04424067899363
"406"	406	8.04424067899363
"407"	407	0
"408"	408	0
"409"	409	3.42415798916688
"410"	410	3.42415798916688
"411"	411	7.82786699224361
"412"	412	7.82786699224361
"413"	413	0
"414"	414	0
"415"	415	10.5097836945837
"416"	416	10.5097836945837
"417"	417	3.26454355253821
"418"	418	3.26454355253821
"419"	419	0
"420"	420	0
"421"	421	8.71474218498227
"422"	422	8.71474218498227
"423"	423	1.53035591048054
"424"	424	1.53035591048054
"425"	425	8.79409593495935
"426"	426	8.79409593495935
"427"	427	3.46089085146814
"428"	428	3.46089085146814
"429"	429	0
"430"	430	0
"431"	431	11.11409375
"432"	432	11.11409375
