Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
28200;25379100;0,3444914;0,43738547;1,737737;8,303654;31,8;3,83E+00;5,12458788;6,88373424;6,26031252;6,95855088;6,8310408;0,74319;0,50774;0,89445;0,96322;0,9635;0,9271;9;;;;;;;;
28201;25380000;0,21431512;0,12933768;0,50074176;8,711637;28,6;0;0;0;0;4,35E+00;0;0,88611;0,67991;1,0097;1,0766;1,1094;1,15642;7,7;;;;;;;;
28202;25380900;0,060539936;0,026584558;0,08020544;8,711637;28,6;0;0;0;0;0;0;0,88611;0,67991;1,0097;1,0766;1,1094;1,15642;7,7;;;;;;;;
28203;25381800;0;0;0;8,711637;28,6;0;0;0;0;0;0;0,88611;0,67991;1,0097;1,0766;1,1094;1,15642;7,7;;;;;;;;
28204;25382700;0;0;0;8,711637;28,6;4,80E+00;3,41E+00;5,9684874;3,76E+00;6,95855088;4,56E+00;0,88611;0,67991;1,0097;1,0766;1,1094;1,15642;7,7;;;;;;;;
28205;25383600;0;0;0;8,351652;27,5;0;0;0;0;0;0;1,0733;0,89276;1,1685;1,2334;1,3016;1,43932;5,3;;;;;;;;
28206;25384500;0;0;0;8,351652;27,5;0;0;1,38E+00;0;0;0;1,0733;0,89276;1,1685;1,2334;1,3016;1,43932;5,3;;;;;;;;
28207;25385400;0;0;0;8,351652;27,5;0;0;2,26E+00;0;0;0;1,0733;0,89276;1,1685;1,2334;1,3016;1,43932;5,3;;;;;;;;
28208;25386300;0;0;0;8,351652;27,5;4,80E+00;3,41E+00;6,88373424;3,34E+00;3,71E+00;4,10E+00;1,0733;0,89276;1,1685;1,2334;1,3016;1,43932;5,3;;;;;;;;
28209;25387200;0;0;0;8,039665;15,5;0;0;1,56E-02;0;0;0;1,1523;0,9875;1,2332;1,2969;1,3821;1,56336;4,5;;;;;;;;
28210;25388100;0;0;0;8,039665;15,5;1,44E+00;0;0;0;0;0;1,1523;0,9875;1,2332;1,2969;1,3821;1,56336;4,5;;;;;;;;
28211;25389000;0;0;0;8,039665;15,5;4,16E+00;0;0;0;0;0;1,1523;0,9875;1,2332;1,2969;1,3821;1,56336;4,5;;;;;;;;
28212;25389900;0;0;0;8,039665;15,5;7,19275512;3,41E+00;6,88373424;2,93E+00;3,71E+00;1,83E+00;1,1523;0,9875;1,2332;1,2969;1,3821;1,56336;4,5;;;;;;;;
28213;25390800;0;0;0;7,703679;19,1;1,62E+00;0;4,12E+00;0;0;0;1,259;1,1105;1,3215;1,384;1,4901;1,76238;3,2;;;;;;;;
28214;25391700;0;0;0;7,703679;19,1;0;0;0;0;0;1,37E+00;1,259;1,1105;1,3215;1,384;1,4901;1,76238;3,2;;;;;;;;
28215;25392600;0;0;0;7,703679;19,1;0;1,28E+00;0;1,67E+00;0;3,29E+00;1,259;1,1105;1,3215;1,384;1,4901;1,76238;3,2;;;;;;;;
28216;25393500;0;0;0;7,703679;19,1;7,19275512;4,26E+00;6,88373424;5,56313004;1,86E+00;6,8310408;1,259;1,1105;1,3215;1,384;1,4901;1,76238;3,2;;;;;;;;
28217;25394400;0;0;0;7,1997;19;6,18740652;8,45E-01;4,18E+00;2,95E+00;0;1,79E+00;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;2,6;;;;;;;;
28218;25395300;0;0;0;7,1997;19;0;0;0;0;1,39E+00;0;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;2,6;;;;;;;;
28219;25396200;0;0;0;7,1997;19;0;0;0;0;4,53E+00;0;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;2,6;;;;;;;;
28220;25397100;0;0;0;7,1997;19;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;2,6;;;;;;;;
28221;25398000;0;0;0;6,863714;16,9;4,36E+00;1,03E+00;0;7,54E-01;0;5,80638468;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;1,9;;;;;;;;
28222;25398900;0;0;0;6,863714;16,9;0;0;0;0;0;0;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;1,9;;;;;;;;
28223;25399800;0;0;0;6,863714;16,9;0;0;0;0;2,96E+00;0;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;1,9;;;;;;;;
28224;25400700;0;0;0;6,863714;16,9;7,19275512;6,40572228;1,84E+00;6,26031252;6,95855088;6,8310408;1,3642;1,2334;1,4089;1,4701;1,5965;2,00409;1,9;;;;;;;;
28225;25401600;0;0;0;6,767718;13;0;0;0;1,15E+00;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;1,2;;;;;;;;
28226;25402500;0;0;0;6,767718;13;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;1,2;;;;;;;;
28227;25403400;0;0;0;6,767718;13;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;1,2;;;;;;;;
28228;25404300;0;0;0;6,767718;13;0;6,40572228;0;6,26031252;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;1,2;;;;;;;;
28229;25405200;0;0;0;6,647723;9,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,8;;;;;;;;
28230;25406100;0;0;0;6,647723;9,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,8;;;;;;;;
28231;25407000;0;0;0;6,647723;9,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,8;;;;;;;;
28232;25407900;0;0;0;6,647723;9,2;0;6,40572228;0;6,26031252;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,8;;;;;;;;
28233;25408800;0;0;0;6,647723;5,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,2;;;;;;;;
28234;25409700;0;0;0;6,647723;5,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,2;;;;;;;;
28235;25410600;0;0;0;6,647723;5,2;0;0;0;0;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,2;;;;;;;;
28236;25411500;0;0;0;6,647723;5,2;0;5,23379604;1,12E+00;6,26031252;0;0;1,4939;1,3885;1,509;1,66169;1,74136;2,30947;0,2;;;;;;;;
28237;25412400;0;0;0;6,695721;9,9;0;0;0;0;0;0;1,4965;1,4041;1,5114;1,6987;1,79287;2,34308;0,3;;;;;;;;
28238;25413300;0;0;0;6,695721;9,9;0;0;0;0;0;0;1,4965;1,4041;1,5114;1,6987;1,79287;2,34308;0,3;;;;;;;;
28239;25414200;0;0;0;6,695721;9,9;0;0;0;0;0;0;1,4965;1,4041;1,5114;1,6987;1,79287;2,34308;0,3;;;;;;;;
28240;25415100;0;0;0;6,695721;9,9;0;1,28E+00;6,88373424;5,12207388;6,95855088;6,8310408;1,4965;1,4041;1,5114;1,6987;1,79287;2,34308;0,3;;;;;;;;
28241;25416000;0;0;0;6,935711;9,8;0;0;5,95285032;0;2,29E+00;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;-0,1;;;;;;;;
28242;25416900;0;0;0;6,935711;9,8;0;0;0;0;0;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;-0,1;;;;;;;;
28243;25417800;0;0;0;6,935711;9,8;0;0;0;0;0;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;-0,1;;;;;;;;
28244;25418700;0;0;0;6,935711;9,8;7,19275512;1,28E+00;6,88373424;8,35E-01;6,95855088;1,83E+00;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;-0,1;;;;;;;;
28245;25419600;0;0;0;7,583684;13;0;0;2,57E+00;0;3,10E+00;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;0,1;;;;;;;;
28246;25420500;0;0;0;7,583684;13;0;0;0;0;0;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;0,1;;;;;;;;
28247;25421400;0;0;0;7,583684;13;0;0;0;0;0;0;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;0,1;;;;;;;;
28248;25422300;0;0;0;7,583684;13;2,39E+00;1,28E+00;6,88373424;1,67E+00;6,95855088;1,83E+00;1,2724;1,1094;1,4321;1,62135;1,57095;1,94849;0,1;;;;;;;;
28249;25423200;0;0;0;8,255656;12,9;0;0;2,68E+00;0;0;0;0,99069;0,80172;1,1994;1,3204;1,20976;1,46282;-0,3;;;;;;;;
28250;25424100;0;0;0;8,255656;12,9;0;0;0;0;0;0;0,99069;0,80172;1,1994;1,3204;1,20976;1,46282;-0,3;;;;;;;;
28251;25425000;0;0;0;8,255656;12,9;0;0;0;0;0;0;0,99069;0,80172;1,1994;1,3204;1,20976;1,46282;-0,3;;;;;;;;
28252;25425900;0;0;0,00E+00;8,255656;12,9;5,27195856;3,84E+00;6,88373424;3,76E+00;1,86E+00;1,83E+00;0,99069;0,80172;1,1994;1,3204;1,20976;1,46282;-0,3;;;;;;;;
28253;25426800;0;0,00E+00;0,00E+00;8,423649;13,1;0;0;0;0;0;0;0,34165;0,14188;0,56784;0,59799;0,44363;0,38142;0,6;;;;;;;;
28254;25427700;0,00E+00;0,00E+00;0,00E+00;8,423649;13,1;0;0;0;0;0;0;0,34165;0,14188;0,56784;0,59799;0,44363;0,38142;0,6;;;;;;;;
28255;25428600;0,00E+00;0,00E+00;0,00E+00;8,423649;13,1;2,39E+00;0;0;0;0;0;0,34165;0,14188;0,56784;0,59799;0,44363;0,38142;0,6;;;;;;;;
28256;25429500;1,16E-02;4,72E-03;1,16E-02;8,423649;13,1;3,55E+00;3,84E+00;3,67E+00;3,76E+00;6,0333486;4,10E+00;0,34165;0,14188;0,56784;0,59799;0,44363;0,38142;0,6;;;;;;;;
28257;25430400;5,42E-02;2,16E-02;5,42E-02;8,447648;14,3;0;0;0;0;0;0;0,10711;0;0,30222;0,32351;0,18497;0,07201;2,9;;;;;;;;
28258;25431300;1,44E-01;5,58E-02;1,44E-01;8,447648;14,3;0;0;0;0;0;0;0,10711;0;0,30222;0,32351;0,18497;0,07201;2,9;;;;;;;;
28259;25432200;2,98E-01;1,14E-01;2,98E-01;8,447648;14,3;0;0;1,84E+00;0;2,32E+00;0;0,10711;0;0,30222;0,32351;0,18497;0,07201;2,9;;;;;;;;
28260;25433100;5,06E-01;1,98E-01;5,06E-01;8,447648;14,3;7,19275512;3,41E+00;1,84E+00;3,76E+00;2,61E+00;4,10E+00;0,10711;0;0,30222;0,32351;0,18497;0,07201;2,9;;;;;;;;
28261;25434000;7,45E-01;2,96E-01;7,45E-01;8,519645;13,6;6,64E-01;0;0;0;0;0;0;0;0;0;0;0;7,5;;;;;;;;
28262;25434900;1,00E+00;4,02E-01;1,00E+00;8,519645;13,6;0;0;0;0;0;0;0;0;0;0;0;0;7,5;;;;;;;;
28263;25435800;1,26E+00;5,09E-01;1,26E+00;8,519645;13,6;0;0;1,45E+00;0;0;0;0;0;0;0;0;0;7,5;;;;;;;;
28264;25436700;1,54E+00;6,24E-01;1,52E+00;8,519645;13,6;7,19275512;3,41E+00;6,88373424;3,34E+00;6,95855088;4,10E+00;0;0;0;0;0;0;7,5;;;;;;;;
28265;25437600;1,86E+00;7,54E-01;1,78E+00;8,567643;13,4;0;0;2,47E+00;0;0;0;0;0;0;0;0;0;11,3;;;;;;;;
28266;25438500;2,18E+00;8,87E-01;2,04E+00;8,567643;13,4;0;0;0;0;0;0;0;0;0;0;0;0;11,3;;;;;;;;
28267;25439400;2,47E+00;1,01E+00;2,27E+00;8,567643;13,4;0;0;0;0;0;0;0;0;0;0;0;0;11,3;;;;;;;;
28268;25440300;2,60E+00;1,08E+00;2,39E+00;8,567643;13,4;2,39E+00;3,41E+00;6,88373424;3,34E+00;1,86E+00;1,83E+00;0;0;0;0;0;0;11,3;;;;;;;;
28269;25441200;2,55E+00;1,06E+00;2,37E+00;8,495646;13,5;0;0;0;0;0;0;0;0;0;0;0;0;14,4;;;;;;;;
28270;25442100;2,50E+00;1,05E+00;2,35E+00;8,495646;13,5;0;0;0;0;0;0;0;0;0;0;0;0;14,4;;;;;;;;
28271;25443000;2,58E+00;1,09E+00;2,42E+00;8,495646;13,5;0;0;0;1,67E+00;0;0;0;0;0;0;0;0;14,4;;;;;;;;
28272;25443900;2,96E+00;1,29E+00;2,71E+00;8,495646;13,5;7,19275512;2,56E+00;6,88373424;3,17E+00;1,86E+00;1,83E+00;0;0;0;0;0;0;14,4;;;;;;;;
28273;25444800;3,55E+00;1,62E+00;3,16E+00;8,303654;23,4;0;0;0;0;0;0;0;0;0;0;0;0;15,3;;;;;;;;
28274;25445700;4,11E+00;1,98E+00;3,62E+00;8,303654;23,4;0;0;0;0;0;0;0;0;0;0;0;0;15,3;;;;;;;;
28275;25446600;4,43E+00;2,24E+00;3,98E+00;8,303654;23,4;4,80E-01;0;0;0;0;0;0;0;0;0;0;0;15,3;;;;;;;;
28276;25447500;4,52E+00;2,36E+00;4,20E+00;8,303654;23,4;2,39E+00;2,56E+00;3,21E+00;6,26031252;6,0333486;4,10E+00;0;0;0;0;0;0;15,3;;;;;;;;
28277;25448400;4,51E+00;2,42E+00;4,37E+00;8,135661;28,6;0;0;0;0;0;0;0;0;0;0;0;0;16,2;;;;;;;;
28278;25449300;4,43E+00;2,44E+00;4,47E+00;8,135661;28,6;0;0;0;0;0;0;0;0;0;0;0;0;16,2;;;;;;;;
28279;25450200;4,27E+00;2,45E+00;4,52E+00;8,135661;28,6;0;1,28E+00;0;0;4,64E-01;4,25E-01;0;0;0;0;0;0;16,2;;;;;;;;
28280;25451100;4,08E+00;2,47E+00;4,56E+00;8,135661;28,6;7,19275512;1,85E+00;5,50696728;5,01E+00;2,79E+00;6,8310408;0;0;0;0;0;0;16,2;;;;;;;;
28281;25452000;3,86E+00;2,51E+00;4,63E+00;7,967668;34,5;0;0;0;0;0;0;0;0;0,14615;0,20027;0,10043;0,04851;16,4;;;;;;;;
28282;25452900;3,59E+00;2,53E+00;4,69E+00;7,967668;34,5;0;0;0;0;0;0;0;0;0,14615;0,20027;0,10043;0,04851;16,4;;;;;;;;
28283;25453800;3,26E+00;2,52E+00;4,71E+00;7,967668;34,5;0;0;0;0;1,99E+00;0;0;0;0,14615;0,20027;0,10043;0,04851;16,4;;;;;;;;
28284;25454700;3,08E+00;2,48E+00;4,70E+00;7,967668;34,5;7,19275512;6,40572228;2,76E+00;6,26031252;6,95855088;6,8310408;0;0;0,14615;0,20027;0,10043;0,04851;16,4;;;;;;;;
28285;25455600;2,89E+00;2,43E+00;4,69E+00;7,799675;49,9;0;0;0;0;2,50E+00;0;0,16309;0;0,33602;0,38245;0,35175;0,32744;14,3;;;;;;;;
28286;25456500;2,69E+00;2,37E+00;4,68E+00;7,799675;49,9;0;0;0;0;0;0;0,16309;0;0,33602;0,38245;0,35175;0,32744;14,3;;;;;;;;
28287;25457400;2,46E+00;2,31E+00;4,67E+00;7,799675;49,9;0;0;3,03E+00;0;0;0;0,16309;0;0,33602;0,38245;0,35175;0,32744;14,3;;;;;;;;
28288;25458300;2,21E+00;2,25E+00;4,69E+00;7,799675;49,9;7,19275512;6,40572228;6,88373424;2,50E+00;6,95855088;1,83E+00;0,16309;0;0,33602;0,38245;0,35175;0,32744;14,3;;;;;;;;
28289;25459200;1,92E+00;2,23E+00;4,80E+00;7,799675;50;0;0;0;0;0;0;0,25287;0,02884;0,39471;0,44203;0,42767;0,40993;12,9;;;;;;;;
28290;25460100;1,61E+00;2,33E+00;5,24E+00;7,799675;50;0;0;0;0;0;0;0,25287;0,02884;0,39471;0,44203;0,42767;0,40993;12,9;;;;;;;;
28291;25461000;1,26E+00;2,70E+00;6,43E+00;7,799675;50;0;0;0;0;0;0;0,25287;0,02884;0,39471;0,44203;0,42767;0,40993;12,9;;;;;;;;
28292;25461900;8,38E-01;2,38E+00;6,1591074;7,799675;50;7,19275512;6,40572228;5,50696728;4,18E+00;6,95855088;1,83E+00;0,25287;0,02884;0,39471;0,44203;0,42767;0,40993;12,9;;;;;;;;
28293;25462800;5,32E-01;1,5133542;4,34372;8,111662;44,9;0;0;0;0;0;0;0,43177;0,25077;0,5433;0,59138;0,60573;0,59234;11,8;;;;;;;;
28294;25463700;0,36076434;0,5511435;1,7449734;8,111662;44,9;0;0;0;0;0;0;0,43177;0,25077;0,5433;0,59138;0,60573;0,59234;11,8;;;;;;;;
28295;25464600;0,20283226;0,11297139;0,35108594;8,111662;44,9;0;0;0;1,25E+00;0;0;0,43177;0,25077;0,5433;0,59138;0,60573;0,59234;11,8;;;;;;;;
28296;25465500;0,08446822;0,033353134;0,08446947;8,111662;44,9;3,83E+00;3,84E+00;6,88373424;1,26E+00;3,25E+00;6,37304028;0,43177;0,25077;0,5433;0,59138;0,60573;0,59234;11,8;;;;;;;;
28297;25466400;0,022873173;0,009261292;0,022874283;8,15966;35,9;0;0;0;0;0;0;0,57065;0,40552;0,65495;0,70427;0,74356;0,76781;11,3;;;;;;;;
28298;25467300;0,002607639;0,001065612;0,002608681;8,15966;35,9;0;0;0;0;0;0;0,57065;0,40552;0,65495;0,70427;0,74356;0,76781;11,3;;;;;;;;
28299;25468200;0;0;0;8,15966;35,9;0;0;0;0;0;1,37E+00;0,57065;0,40552;0,65495;0,70427;0,74356;0,76781;11,3;;;;;;;;
28300;25469100;0;0;0;8,15966;35,9;2,95E+00;2,94E+00;6,88373424;6,26031252;5,10030264;1,59E+00;0,57065;0,40552;0,65495;0,70427;0,74356;0,76781;11,3;;;;;;;;
28301;25470000;0;0;0;7,703679;32,2;3,16E+00;0;0;1,55E+00;0;0;0,66583;0,51704;0,73065;0,78107;0,83674;0,91504;9,4;;;;;;;;
28302;25470900;0;0;0;7,703679;32,2;0;0;0;0;0;0;0,66583;0,51704;0,73065;0,78107;0,83674;0,91504;9,4;;;;;;;;
28303;25471800;0;0;0;7,703679;32,2;0;0;0;0;4,64E-01;0;0,66583;0,51704;0,73065;0,78107;0,83674;0,91504;9,4;;;;;;;;
28304;25472700;0;0;0;7,703679;32,2;7,19275512;6,40572228;4,59E+00;6,26031252;3,12E+00;6,8310408;0,66583;0,51704;0,73065;0,78107;0,83674;0,91504;9,4;;;;;;;;
28305;25473600;0;0;0;7,319695;29,1;5,72151204;1,43E+00;5,10804576;0;0;3,44E+00;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;9,2;;;;;;;;
28306;25474500;0;0;0;7,319695;29,1;0;0;0;0;0;0;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;9,2;;;;;;;;
28307;25475400;0;0;0;7,319695;29,1;0;0;0;0;0;0;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;9,2;;;;;;;;
28308;25476300;0;0;0;7,319695;29,1;7,19275512;6,40572228;6,88373424;3,76E+00;6,95855088;6,8310408;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;9,2;;;;;;;;
28309;25477200;0;0;0;7,079705;28,6;0;0;6,02324232;0;1,48E+00;0;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;8,9;;;;;;;;
28310;25478100;0;0;0;7,079705;28,6;0;0;0;0;0;0;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;8,9;;;;;;;;
28311;25479000;0;0;0;7,079705;28,6;0;0;0;0;0;0;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;8,9;;;;;;;;
28312;25479900;0;0;0;7,079705;28,6;2,88E+00;2,99E+00;6,88373424;2,50E+00;6,95855088;2,27E+00;0,79506;0,66218;0,83558;0,88655;0,96607;1,10278;8,9;;;;;;;;
28313;25480800;0;0;0;6,599725;27,9;0;0;1,21E+00;4,27E+00;4,23E+00;0;0,85838;0,739;0,88198;0,93238;1,0248;1,24471;8;;;;;;;;
28314;25481700;0;0;0;6,599725;27,9;0;0;0;0;0;0;0,85838;0,739;0,88198;0,93238;1,0248;1,24471;8;;;;;;;;
28315;25482600;0;0;0;6,599725;27,9;0;0;0;0;0;0;0,85838;0,739;0,88198;0,93238;1,0248;1,24471;8;;;;;;;;
28316;25483500;0;0;0;6,599725;27,9;1,92E+00;5,55407964;6,88373424;6,26031252;6,95855088;2,27E+00;0,85838;0,739;0,88198;0,93238;1,0248;1,24471;8;;;;;;;;
28317;25484400;0;0;0;6,143744;26,4;0;0;4,15E+00;8,40E-01;0;0;0,90135;0,79219;0,91418;0,96416;1,0658;1,34237;7,7;;;;;;;;
28318;25485300;0;0;0;6,143744;26,4;0;0;0;0;0;0;0,90135;0,79219;0,91418;0,96416;1,0658;1,34237;7,7;;;;;;;;
28319;25486200;0;0;0;6,143744;26,4;0;0;0;0;0;0;0,90135;0,79219;0,91418;0,96416;1,0658;1,34237;7,7;;;;;;;;
28320;25487100;0;0;0;6,143744;26,4;1,44E+00;1,28E+00;6,88373424;6,26031252;1,86E+00;1,83E+00;0,90135;0,79219;0,91418;0,96416;1,0658;1,34237;7,7;;;;;;;;
28321;25488000;0;0;0;5,951752;23,1;0;1,28E+00;0;3,74E+00;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,5;;;;;;;;
28322;25488900;0;0;0;5,951752;23,1;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,5;;;;;;;;
28323;25489800;0;0;0;5,951752;23,1;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,5;;;;;;;;
28324;25490700;0;0;0;5,951752;23,1;0;6,40572228;0;6,26031252;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,5;;;;;;;;
28325;25491600;0;0;0;5,783759;22,2;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;6,8;;;;;;;;
28326;25492500;0;0;0;5,783759;22,2;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;6,8;;;;;;;;
28327;25493400;0;0;0;5,783759;22,2;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;6,8;;;;;;;;
28328;25494300;0;0;0;5,783759;22,2;0;6,40572228;0;6,26031252;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;6,8;;;;;;;;
28329;25495200;0;0;0;5,711762;30,3;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,3;;;;;;;;
28330;25496100;0;0;0;5,711762;30,3;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,3;;;;;;;;
28331;25497000;0;0;0;5,711762;30,3;0;0;0;0;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,3;;;;;;;;
28332;25497900;0;0;0;5,711762;30,3;0;6,40572228;0;6,26031252;0;0;0,90285;0,80771;0,90858;0,95844;1,0631;1,37651;7,3;;;;;;;;
28333;25498800;0;0;0;5,711762;42,4;0;0;0;0;0;0;1,005;0,91524;0,99577;1,05493;1,1662;1,56426;7,3;;;;;;;;
28334;25499700;0;0;0;5,711762;42,4;0;0;0;0;0;0;1,005;0,91524;0,99577;1,05493;1,1662;1,56426;7,3;;;;;;;;
28335;25500600;0;0;0;5,711762;42,4;0;0;0;0;0;0;1,005;0,91524;0,99577;1,05493;1,1662;1,56426;7,3;;;;;;;;
28336;25501500;0;0;0;5,711762;42,4;1,92E+00;6,40572228;1,84E+00;1,25E+00;1,86E+00;6,8310408;1,005;0,91524;0,99577;1,05493;1,1662;1,56426;7,3;;;;;;;;
28337;25502400;0;0;0;5,735761;50,2;0;0;0;0;0;5,99267208;0,97612;0,84766;1,0343;1,13154;1,14209;1,50784;7,2;;;;;;;;
28338;25503300;0;0;0;5,735761;50,2;0;0;0;0;0;0;0,97612;0,84766;1,0343;1,13154;1,14209;1,50784;7,2;;;;;;;;
28339;25504200;0;0;0;5,735761;50,2;0;0;0;0;0;0;0,97612;0,84766;1,0343;1,13154;1,14209;1,50784;7,2;;;;;;;;
28340;25505100;0;0;0;5,735761;50,2;7,19275512;6,40572228;1,84E+00;8,35E-01;1,86E+00;6,8310408;0,97612;0,84766;1,0343;1,13154;1,14209;1,50784;7,2;;;;;;;;
28341;25506000;0;0;0;5,783759;50;6,2201388;0;0;0;0;1,98E+00;0,77112;0,57919;0,98801;1,07838;0,94032;1,14824;6,2;;;;;;;;
28342;25506900;0;0;0;5,783759;50;0;0;0;0;0;0;0,77112;0,57919;0,98801;1,07838;0,94032;1,14824;6,2;;;;;;;;
28343;25507800;0;0;0;5,783759;50;0;0;0;0;0;0;0,77112;0,57919;0,98801;1,07838;0,94032;1,14824;6,2;;;;;;;;
28344;25508700;0;0;0;5,783759;50;7,19275512;6,40572228;1,84E+00;1,67E+00;1,86E+00;6,8310408;0,77112;0,57919;0,98801;1,07838;0,94032;1,14824;6,2;;;;;;;;
28345;25509600;0;0;0;6,095746;45,4;5,77873068;0;0;0;0;0;0;0;0,74642;0,7927;0,05817;0;5,7;;;;;;;;
28346;25510500;0;0;0;6,095746;45,4;0;0;0;0;2,32E+00;0;0;0;0,74642;0,7927;0,05817;0;5,7;;;;;;;;
28347;25511400;0;0;0;6,095746;45,4;0;0;0;0;0;0;0;0;0,74642;0,7927;0,05817;0;5,7;;;;;;;;
28348;25512300;0;0;0,00E+00;6,095746;45,4;7,19275512;6,40572228;3,21E+00;5,01E+00;6,95855088;1,83E+00;0;0;0,74642;0,7927;0,05817;0;5,7;;;;;;;;
28349;25513200;0;0,00E+00;0,00E+00;6,527728;46;0;0;0;0;6,01756068;0;0;0;0;0;0;0;6,7;;;;;;;;
28350;25514100;0,00E+00;0,00E+00;0,00E+00;6,527728;46;0;0;2,29E+00;0;0;0;0;0;0;0;0;0;6,7;;;;;;;;
28351;25515000;0,00E+00;0,00E+00;0,00E+00;6,527728;46;0;0;5,9684874;0;0;0;0;0;0;0;0;0;6,7;;;;;;;;
28352;25515900;3,62E-02;1,46E-02;3,62E-02;6,527728;46;7,19275512;3,84E+00;6,88373424;3,76E+00;6,95855088;6,37304028;0;0;0;0;0;0;6,7;;;;;;;;
28353;25516800;1,40E-01;5,43E-02;1,40E-01;6,815716;46,1;0;0;6,34E-01;0;0;0;0;0;0,17742;0,21949;0;0;7,6;;;;;;;;
28354;25517700;2,97E-01;1,14E-01;2,97E-01;6,815716;46,1;0;0;0;4,18E-01;0;0;0;0;0,17742;0,21949;0;0;7,6;;;;;;;;
28355;25518600;4,75E-01;1,85E-01;4,75E-01;6,815716;46,1;0;1,62E+00;0;4,25E+00;0;0;0;0;0,17742;0,21949;0;0;7,6;;;;;;;;
28356;25519500;6,76E-01;2,68E-01;6,76E-01;6,815716;46,1;3,36E+00;5,76515508;6,88373424;6,26031252;6,95855088;4,10E+00;0;0;0,17742;0,21949;0;0;7,6;;;;;;;;
28357;25520400;9,17E-01;3,67E-01;9,17E-01;7,031707;43,2;0;0;0;0;0;0;0;0;0,23493;0,27691;0;0;9;;;;;;;;
28358;25521300;1,18E+00;4,77E-01;1,18E+00;7,031707;43,2;0;0;0;0;0;0;0;0;0,23493;0,27691;0;0;9;;;;;;;;
28359;25522200;1,47E+00;5,92E-01;1,45E+00;7,031707;43,2;0;0;0;0;0;1,43E+00;0;0;0,23493;0,27691;0;0;9;;;;;;;;
28360;25523100;1,94E+00;7,75E-01;1,76E+00;7,031707;43,2;7,19275512;6,40572228;4,13E+00;6,26031252;6,0333486;6,8310408;0;0;0,23493;0,27691;0;0;9;;;;;;;;
