Nr;Sekunden;PV_West_kW;PV_Sued_kW;PV_Ost_kW;Strombedarf_kW;u_Spot_EuroMWh;TWWH1_kW;TWWH2_kW;TWWH3_kW;TWWH4_kW;TWWH5_kW;TWWH6_kW;HeizwaermeH1_kW;HeizwaermeH2_kW;HeizwaermeH3_kW;HeizwaermeH4_kW;HeizwaermeH5_kW;HeizwaermeH6_kW;Temperatur_degC;;;;;;;;
21690;19520100;0;0;0;5,015791;23,1;0;0;0;0;0;0;0;0;0;0;0;0;17,6;;;;;;;;
21691;19521000;0;0;0;5,015791;23,1;0;0;0;0;0;0;0;0;0;0;0;0;17,6;;;;;;;;
21692;19521900;0;0;0;5,015791;23,1;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;17,6;;;;;;;;
21693;19522800;0;0;0;4,727803;22,1;4,39E+00;4,36E+00;4,18E+00;4,62E+00;4,24E+00;4,02E+00;0;0;0;0;0;0;17,6;;;;;;;;
21694;19523700;0;0;0;4,727803;22,1;0;0;0;0;0;0;0;0;0;0;0;0;17,6;;;;;;;;
21695;19524600;0;0;0;4,727803;22,1;0;0;0;0;0;0;0;0;0;0;0;0;17,6;;;;;;;;
21696;19525500;0;0;0;4,727803;22,1;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;17,6;;;;;;;;
21697;19526400;0;0;0;4,55981;19,3;0;0;0;3,77E+00;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21698;19527300;0;0;0;4,55981;19,3;0;0;0;0;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21699;19528200;0;0;0;4,55981;19,3;0;0;0;0;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21700;19529100;0;0;0;4,55981;19,3;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21701;19530000;0;0;0;4,511812;19,2;0;0;0;0;0;0;0;0;0;0;0;0;16,3;;;;;;;;
21702;19530900;0;0;0;4,511812;19,2;0;0;0;0;0;0;0;0;0;0;0;0;16,3;;;;;;;;
21703;19531800;0;0;0;4,511812;19,2;0;0;0;0;0;0;0;0;0;0;0;0;16,3;;;;;;;;
21704;19532700;0;0;0;4,511812;19,2;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;16,3;;;;;;;;
21705;19533600;0;0;0;4,511812;21,5;0;0;0;0;0;0;0;0;0;0;0;0;15,4;;;;;;;;
21706;19534500;0;0;0;4,511812;21,5;0;0;0;0;0;0;0;0;0;0;0;0;15,4;;;;;;;;
21707;19535400;0;0;0;4,511812;21,5;0;0;0;0;0;0;0;0;0;0;0;0;15,4;;;;;;;;
21708;19536300;0;0;0;4,511812;21,5;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;15,4;;;;;;;;
21709;19537200;0;0;0;4,511812;26,2;0;0;0;0;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21710;19538100;0;0;0;4,511812;26,2;0;0;0;0;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21711;19539000;0;0;0;4,511812;26,2;0;0;0;0;0;0;0;0;0;0;0;0;15,7;;;;;;;;
21712;19539900;0;0;0;4,511812;26,2;0;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;15,7;;;;;;;;
21713;19540800;0;0;0;4,583809;27;0;0;0;0;0;1,36E+00;0;0;0;0;0;0;15;;;;;;;;
21714;19541700;0;0;0;4,583809;27;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;
21715;19542600;0;0;0;4,583809;27;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;
21716;19543500;0;0;0;4,583809;27;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;15;;;;;;;;
21717;19544400;0;0;0;4,631807;28;0;0;0;0;0;2,06E+00;0;0;0;0;0;0;15,6;;;;;;;;
21718;19545300;0;0;0;4,631807;28;0;0;0;0;0;0;0;0;0;0;0;0;15,6;;;;;;;;
21719;19546200;0;0;0;4,631807;28;0;0;0;0;0;0;0;0;0;0;0;0;15,6;;;;;;;;
21720;19547100;0,007302084;0,002883208;7,07E-03;4,631807;28;7,19275512;6,40572228;6,88373424;1,67E+00;6,95855088;6,8310408;0;0;0;0;0;0;15,6;;;;;;;;
21721;19548000;0,040706104;1,64E-02;4,07E-02;4,823799;26,8;1,91E+00;0;0;2,01E+00;0;2,98E+00;0;0;0;0;0;0;15,8;;;;;;;;
21722;19548900;1,26E-01;4,89E-02;1,26E-01;4,823799;26,8;0;0;0;4,59E+00;0;0;0;0;0;0;0;0;15,8;;;;;;;;
21723;19549800;2,96E-01;1,13E-01;2,96E-01;4,823799;26,8;0;0;0;0;0;0;0;0;0;0;0;0;15,8;;;;;;;;
21724;19550700;8,72E-01;2,23E-01;5,68E-01;4,823799;26,8;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;15,8;;;;;;;;
21725;19551600;2,01E+00;3,65E-01;9,12E-01;5,111787;26,1;0;0;0;0;0;0;0;0;0;0;0;0;16,9;;;;;;;;
21726;19552500;3,60E+00;5,14E-01;1,27E+00;5,111787;26,1;0;0;0;0;0;0;0;0;0;0;0;0;16,9;;;;;;;;
21727;19553400;5,16E+00;7,52E-01;1,58E+00;5,111787;26,1;0;4,27E-01;4,59E-01;0;0;0;0;0;0;0;0;0;16,9;;;;;;;;
21728;19554300;6,98E+00;1,04E+00;1,79E+00;5,111787;26,1;5,75424432;3,84E+00;3,21E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;16,9;;;;;;;;
21729;19555200;8,48E+00;1,41E+00;2,04E+00;5,399775;26,7;2,23E+00;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21730;19556100;9,95E+00;1,83E+00;2,26E+00;5,399775;26,7;0;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21731;19557000;1,17E+01;2,32E+00;2,28E+00;5,399775;26,7;0;0;0;0;0;0;0;0;0;0;0;0;17,5;;;;;;;;
21732;19557900;1,30E+01;2,82E+00;2,2869678;5,399775;26,7;7,19275512;6,40572228;6,88373424;6,26031252;6,0333486;6,8310408;0;0;0;0;0;0;17,5;;;;;;;;
21733;19558800;1,46E+01;3,3803376;1,9379387;5,711762;25,4;0;0;0;0;0;0;0;0;0;0;0;0;21,5;;;;;;;;
21734;19559700;15,534642;3,9193503;1,7582234;5,711762;25,4;0;0;0;0;3,25E+00;0;0;0;0;0;0;0;21,5;;;;;;;;
21735;19560600;16,391656;4,503287;1,5696802;5,711762;25,4;0;0;0;0;0;0;0;0;0;0;0;0;21,5;;;;;;;;
21736;19561500;16,78823;5,0306475;1,6092552;5,711762;25,4;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;21,5;;;;;;;;
21737;19562400;17,056564;5,539642;1,6700297;5,975751;23,1;0;0;0;0;1,76E+00;0;0;0;0;0;0;0;21,6;;;;;;;;
21738;19563300;17,194996;6,0158296;2,187378;5,975751;23,1;0;0;0;0;0;0;0;0;0;0;0;0;21,6;;;;;;;;
21739;19564200;17,204068;6,449146;3,111676;5,975751;23,1;0;0;0;0;0;0;0;0;0;0;0;0;21,6;;;;;;;;
21740;19565100;17,121445;6,852049;4,0327869;5,975751;23,1;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;1,83E+00;0;0;0;0;0;0;21,6;;;;;;;;
21741;19566000;16,975973;7,2375034;4,973838;5,903754;21,3;0;0;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
21742;19566900;16,707805;7,573586;6,028944;5,903754;21,3;0;0;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
21743;19567800;16,410104;7,8997275;6,972832;5,903754;21,3;0;0;0;0;0;0;0;0;0;0;0;0;22,8;;;;;;;;
21744;19568700;16,014615;8,183092;7,9035083;5,903754;21,3;7,19275512;6,40572228;6,88373424;2,93E+00;6,95855088;6,8310408;0;0;0;0;0;0;22,8;;;;;;;;
21745;19569600;15,521537;8,420084;8,806737;5,711762;25,2;0;0;0;0;0;0;0;0;0;0;0;0;24,2;;;;;;;;
21746;19570500;14,940646;8,613175;9,677137;5,711762;25,2;0;0;0;0;0;0;0;0;0;0;0;0;24,2;;;;;;;;
21747;19571400;14,281662;8,765699;10,512012;5,711762;25,2;0;0;0;0;0;0;0;0;0;0;0;0;24,2;;;;;;;;
21748;19572300;13,551185;8,879756;11,30853;5,711762;25,2;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;24,2;;;;;;;;
21749;19573200;12,7512;8,954431;12,061328;5,567768;26,1;0;0;0;0;0;0;0;0;0;0;0;0;26,7;;;;;;;;
21750;19574100;11,884944;8,989124;12,7660625;5,567768;26,1;0;0;0;0;0;0;0;0;0;0;0;0;26,7;;;;;;;;
21751;19575000;10,956821;8,98351;13,41898;5,567768;26,1;0;4,27E-01;0;0;0;0;0;0;0;0;0;0;26,7;;;;;;;;
21752;19575900;9,9750625;8,940726;1,40E+01;5,567768;26,1;5,75424432;2,56E+00;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;26,7;;;;;;;;
21753;19576800;8,941724;8,86E+00;1,46E+01;5,543769;31,3;0;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21754;19577700;7,86E+00;8,73E+00;1,50E+01;5,543769;31,3;0;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21755;19578600;6,62E+00;8,59E+00;1,55E+01;5,543769;31,3;0;0;0;0;0;0;0;0;0;0;0;0;26,2;;;;;;;;
21756;19579500;5,45E+00;8,36E+00;1,58E+01;5,543769;31,3;7,19275512;6,40572228;3,67E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;26,2;;;;;;;;
21757;19580400;4,27E+00;8,10E+00;1,60E+01;5,51977;35,2;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
21758;19581300;3,09E+00;7,81E+00;1,62E+01;5,51977;35,2;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
21759;19582200;2,24E+00;7,50E+00;1,64E+01;5,51977;35,2;1,44E+00;0;0;0;9,25E-01;0;0;0;0;0;0;0;27,6;;;;;;;;
21760;19583100;2,25E+00;7,14E+00;1,64E+01;5,51977;35,2;1,92E+00;6,40572228;5,50696728;6,26031252;1,86E+00;6,8310408;0;0;0;0;0;0;27,6;;;;;;;;
21761;19584000;2,19E+00;6,72E+00;1,64E+01;5,639765;35,3;0;0;0;0;0;0;0;0;0;0;0;0;27;;;;;;;;
21762;19584900;2,14E+00;6,19E+00;1,60E+01;5,639765;35,3;0;0;0;0;0;0;0;0;0;0;0;0;27;;;;;;;;
21763;19585800;2,10E+00;5,75E+00;1,59E+01;5,639765;35,3;0;0;0;0;0;0;0;0;0;0;0;0;27;;;;;;;;
21764;19586700;2,12E+00;5,30E+00;1,56E+01;5,639765;35,3;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27;;;;;;;;
21765;19587600;2,19E+00;4,81E+00;1,52E+01;5,75976;35,4;0;0;0;0;0;0;0;0;0;0;0;0;25,2;;;;;;;;
21766;19588500;2,33E+00;4,19E+00;1,43E+01;5,75976;35,4;0;0;0;0;0;0;0;0;0;0;0;0;25,2;;;;;;;;
21767;19589400;2,33E+00;3,66E+00;1,36E+01;5,75976;35,4;0;0;0;0;0;0;0;0;0;0;0;0;25,2;;;;;;;;
21768;19590300;2,29E+00;3,08E+00;1,25E+01;5,75976;35,4;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;25,2;;;;;;;;
21769;19591200;2,16E+00;2,62E+00;1,18E+01;5,75976;35;0;0;0;0;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21770;19592100;1,98E+00;2,19E+00;1,12E+01;5,75976;35;0;0;0;0;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21771;19593000;1,69E+00;1,79E+00;1,10E+01;5,75976;35;0;0;0;0;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21772;19593900;1,33E+00;1,43E+00;11,71632;5,75976;35;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;4,56E+00;0;0;0;0;0;0;23,1;;;;;;;;
21773;19594800;9,08E-01;0,9063499;11,598451;5,75976;29;0;0;0;0;0;2,07E+00;0;0;0;0;0;0;20,6;;;;;;;;
21774;19595700;0,63084674;0,36501465;9,393137;5,75976;29;0;0;0;0;0;0;0;0;0;0;0;0;20,6;;;;;;;;
21775;19596600;0,53214325;0,20849953;5,83716;5,75976;29;0;0;0;0;0;0;0;0;0;0;0;0;20,6;;;;;;;;
21776;19597500;0,38383423;0,14797595;3,1930593;5,75976;29;7,19275512;6,40572228;6,88373424;3,34E+00;6,95855088;6,8310408;0;0;0;0;0;0;20,6;;;;;;;;
21777;19598400;0,2729515;0,10421457;0,82229846;5,735761;27,1;0;0;0;2,52E+00;0;0;0;0;0;0;0;0;18,5;;;;;;;;
21778;19599300;0,0849423;0,033534046;0,0849437;5,735761;27,1;0;0;0;0;0;0;0;0;0;0;0;0;18,5;;;;;;;;
21779;19600200;0;0;0;5,735761;27,1;0;0;0;0;0;0;0;0;0;0;0;0;18,5;;;;;;;;
21780;19601100;0;0;0;5,735761;27,1;5,75424432;3,41E+00;1,84E+00;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;18,5;;;;;;;;
21781;19602000;0;0;0;5,51977;28,9;1,26E+00;4,72E+00;1,84E+00;6,59E-01;2,86E+00;4,10E+00;0;0;0;0;0;0;16,7;;;;;;;;
21782;19602900;0;0;0;5,51977;28,9;0;0;0;0;0;0;0;0;0;0;0;0;16,7;;;;;;;;
21783;19603800;0;0;0;5,51977;28,9;0;0;0;0;0;0;0;0;0;0;0;0;16,7;;;;;;;;
21784;19604700;0;0;0;5,51977;28,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;16,7;;;;;;;;
21785;19605600;0;0;0;5,03979;28;0;4,37E+00;4,14E+00;8,80E-01;4,25E+00;4,09E+00;0;0;0;0;0;0;16,7;;;;;;;;
21786;19606500;0;0;0;5,03979;28;0;0;0;0;0;0;0;0;0;0;0;0;16,7;;;;;;;;
21787;19607400;0;0;0;5,03979;28;0;0;0;0;0;0;0;0;0;0;0;0;16,7;;;;;;;;
21788;19608300;0;0;0;5,03979;28;2,39E+00;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;16,7;;;;;;;;
21789;19609200;0;0;0;4,871797;27,1;4,35E+00;4,37E+00;5,98E-01;4,62E+00;0;4,05E+00;0;0;0;0;0;0;16,3;;;;;;;;
21790;19610100;0;0;0;4,871797;27,1;0;0;0;0;0;0;0;0;0;0;0;0;16,3;;;;;;;;
21791;19611000;0;0;0;4,871797;27,1;0;0;0;0;1,86E+00;0;0;0;0;0;0;0;16,3;;;;;;;;
21792;19611900;0;0;0;4,871797;27,1;7,19275512;6,40572228;6,88373424;6,26031252;1,86E+00;6,8310408;0;0;0;0;0;0;16,3;;;;;;;;
21793;19612800;0;0;0;4,775801;26,8;0;0;0;3,78E+00;0;0;0;0;0;0;0;0;14,8;;;;;;;;
21794;19613700;0;0;0;4,775801;26,8;0;0;0;0;0;0;0;0;0;0;0;0;14,8;;;;;;;;
21795;19614600;0;0;0;4,775801;26,8;0;0;0;0;0;0;0;0;0;0;0;0;14,8;;;;;;;;
21796;19615500;0;0;0;4,775801;26,8;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;14,8;;;;;;;;
21797;19616400;0;0;0;4,751802;27,6;0;0;0;0;0;0;0;0;0;0;0;0;14,1;;;;;;;;
21798;19617300;0;0;0;4,751802;27,6;0;0;0;0;0;0;0;0;0;0;0;0;14,1;;;;;;;;
21799;19618200;0;0;0;4,751802;27,6;0;0;0;0;0;0;0;0;0;0;0;0;14,1;;;;;;;;
21800;19619100;0;0;0;4,751802;27,6;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;14,1;;;;;;;;
21801;19620000;0;0;0;4,823799;28,7;0;0;0;0;0;0;0;0;0;0;0;0;13,5;;;;;;;;
21802;19620900;0;0;0;4,823799;28,7;0;0;0;0;0;0;0;0;0;0;0;0;13,5;;;;;;;;
21803;19621800;0;0;0;4,823799;28,7;0;0;0;0;0;0;0;0;0;0;0;0;13,5;;;;;;;;
21804;19622700;0;0;0;4,823799;28,7;0;6,40572228;0;6,26031252;0;0;0;0;0;0;0;0;13,5;;;;;;;;
21805;19623600;0;0;0;4,943794;35;0;0;0;0;0;0;0;0;0;0;0;0;12,9;;;;;;;;
21806;19624500;0;0;0;4,943794;35;0;0;0;0;0;0;0;0;0;0;0;0;12,9;;;;;;;;
21807;19625400;0;0;0;4,943794;35;0;0;0;0;0;0;0;0;0;0;0;0;12,9;;;;;;;;
21808;19626300;0;0;0;4,943794;35;0;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,9;;;;;;;;
21809;19627200;0;0;0;5,27978;37,6;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21810;19628100;0;0;0;5,27978;37,6;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21811;19629000;0;0;0;5,27978;37,6;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21812;19629900;0;0;0;5,27978;37,6;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,5;;;;;;;;
21813;19630800;0;0;0;6,191742;42;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21814;19631700;0;0;0;6,191742;42;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21815;19632600;0;0;0;6,191742;42;0;0;0;0;0;0;0;0;0;0;0;0;12,5;;;;;;;;
21816;19633500;0,000625743;0,000253577;6,20E-04;6,191742;42;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;12,5;;;;;;;;
21817;19634400;0,002370133;9,67E-04;2,37E-03;6,95971;41,9;2,94E+00;0;0;0;0;0;0;0;0;0;0;0;13,9;;;;;;;;
21818;19635300;6,59E-02;2,31E-02;5,80E-02;6,95971;41,9;0;0;0;0;0;0;0;0;0;0;0;0;13,9;;;;;;;;
21819;19636200;2,37E-01;9,05E-02;2,37E-01;6,95971;41,9;0;0;0;0;0;0;0;0;0;0;0;0;13,9;;;;;;;;
21820;19637100;6,68E-01;2,08E-01;5,30E-01;6,95971;41,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;13,9;;;;;;;;
21821;19638000;1,41E+00;3,43E-01;8,58E-01;7,415691;40,9;0;0;0;0;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21822;19638900;2,44E+00;4,87E-01;1,20E+00;7,415691;40,9;0;0;0;0;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21823;19639800;3,91E+00;6,83E-01;1,50E+00;7,415691;40,9;0;4,27E-01;0;0;0;0;0;0;0;0;0;0;17,3;;;;;;;;
21824;19640700;5,44E+00;9,52E-01;1,80E+00;7,415691;40,9;7,19275512;3,84E+00;6,88373424;6,26031252;6,95855088;4,10E+00;0;0;0;0;0;0;17,3;;;;;;;;
21825;19641600;7,41E+00;1,30E+00;2,02E+00;7,631682;40,9;0;0;0;0;0;0;0;0;0;0;0;0;21,2;;;;;;;;
21826;19642500;9,05E+00;1,72E+00;2,27E+00;7,631682;40,9;0;0;0;0;0;0;0;0;0;0;0;0;21,2;;;;;;;;
21827;19643400;1,06E+01;2,20E+00;2,49E+00;7,631682;40,9;0;0;0;0;0;5,01E+00;0;0;0;0;0;0;21,2;;;;;;;;
21828;19644300;1,24E+01;2,73E+00;2,40E+00;7,631682;40,9;7,19275512;6,40572228;6,88373424;3,76E+00;6,95855088;6,8310408;0;0;0;0;0;0;21,2;;;;;;;;
21829;19645200;1,36E+01;3,25E+00;2,35E+00;7,871672;38,4;0;0;0;2,04E+00;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21830;19646100;1,50E+01;3,85E+00;2,05E+00;7,871672;38,4;0;0;0;0;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21831;19647000;1,59E+01;4,44E+00;1,99E+00;7,871672;38,4;0;0;1,38E+00;0;0;0;0;0;0;0;0;0;23,1;;;;;;;;
21832;19647900;1,66E+01;5,01E+00;1,95E+00;7,871672;38,4;3,36E+00;6,40572228;3,67E+00;6,26031252;6,0333486;6,8310408;0;0;0;0;0;0;23,1;;;;;;;;
21833;19648800;1,70E+01;5,56E+00;1,84E+00;8,15966;36,1;0;0;0;0;3,71E-01;0;0;0;0;0;0;0;24,6;;;;;;;;
21834;19649700;1,71E+01;6,02E+00;2,22E+00;8,15966;36,1;0;0;0;0;4,64E-01;0;0;0;0;0;0;0;24,6;;;;;;;;
21835;19650600;1,72E+01;6,45E+00;3,11E+00;8,15966;36,1;0;0;0;0;0;0;0;0;0;0;0;0;24,6;;;;;;;;
21836;19651500;1,71E+01;6,88E+00;4,05E+00;8,15966;36,1;5,75424432;6,40572228;5,50696728;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;24,6;;;;;;;;
21837;19652400;1,70E+01;7,28E+00;5,02E+00;8,063664;35,6;0;0;0;0;0;0;0;0;0;0;0;0;26,1;;;;;;;;
21838;19653300;1,68E+01;7,63E+00;5,99E+00;8,063664;35,6;0;0;0;0;0;0;0;0;0;0;0;0;26,1;;;;;;;;
21839;19654200;1,64E+01;7,93E+00;6,94E+00;8,063664;35,6;0;0;0;0;0;0;0;0;0;0;0;0;26,1;;;;;;;;
21840;19655100;1,59E+01;8,15E+00;7,894151;8,063664;35,6;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;26,1;;;;;;;;
21841;19656000;1,53E+01;8,295359;8,826236;7,943669;34,3;0;0;0;0;0;0;0;0;0;0;0;0;27,2;;;;;;;;
21842;19656900;14,67976;8,397783;9,689295;7,943669;34,3;0;0;0;0;0;0;0;0;0;0;0;0;27,2;;;;;;;;
21843;19657800;14,0272295;8,509791;10,480672;7,943669;34,3;0;0;0;0;0;0;0;0;0;0;0;0;27,2;;;;;;;;
21844;19658700;13,366599;8,653628;11,233157;7,943669;34,3;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27,2;;;;;;;;
21845;19659600;12,642659;8,792349;11,967388;7,775676;36,3;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
21846;19660500;11,828886;8,896686;12,678844;7,775676;36,3;0;0;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
21847;19661400;10,925927;8,941633;13,350781;7,775676;36,3;0;8,50E-01;0;0;0;0;0;0;0;0;0;0;27,6;;;;;;;;
21848;19662300;9,946554;8,926154;1,40E+01;7,775676;36,3;7,19275512;2,56E+00;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27,6;;;;;;;;
21849;19663200;8,895178;8,86E+00;1,45E+01;7,559685;39,9;0;0;0;0;0;0;0;0;0;0;0;0;28,9;;;;;;;;
21850;19664100;7,78E+00;8,76E+00;1,50E+01;7,559685;39,9;0;0;0;0;0;0;0;0;0;0;0;0;28,9;;;;;;;;
21851;19665000;6,63E+00;8,61E+00;1,55E+01;7,559685;39,9;0;0;0;0;0;0;0;0;0;0;0;0;28,9;;;;;;;;
21852;19665900;5,44E+00;8,40E+00;1,58E+01;7,559685;39,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;4,56E+00;0;0;0;0;0;0;28,9;;;;;;;;
21853;19666800;4,23E+00;8,13E+00;1,60E+01;7,391692;41,9;0;0;0;0;0;1,37E+00;0;0;0;0;0;0;27,8;;;;;;;;
21854;19667700;3,05E+00;7,82E+00;1,62E+01;7,391692;41,9;0;0;0;0;0;0;0;0;0;0;0;0;27,8;;;;;;;;
21855;19668600;2,31E+00;7,50E+00;1,64E+01;7,391692;41,9;0;0;0;0;0;0;0;0;0;0;0;0;27,8;;;;;;;;
21856;19669500;2,49E+00;7,07E+00;1,63E+01;7,391692;41,9;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;5,46483264;0;0;0;0;0;0;27,8;;;;;;;;
21857;19670400;2,65E+00;6,66E+00;1,62E+01;7,343694;43,1;0;0;0;0;0;0;0;0;0;0;0;0;27,7;;;;;;;;
21858;19671300;2,83E+00;6,18E+00;1,59E+01;7,343694;43,1;0;0;0;0;0;0;0;0;0;0;0;0;27,7;;;;;;;;
21859;19672200;3,08E+00;5,54E+00;1,51E+01;7,343694;43,1;0;0;0;4,53E-01;0;0;0;0;0;0;0;0;27,7;;;;;;;;
21860;19673100;3,15E+00;4,81E+00;1,39E+01;7,343694;43,1;5,75424432;6,40572228;6,88373424;2,50E+00;6,95855088;6,8310408;0;0;0;0;0;0;27,7;;;;;;;;
21861;19674000;3,21E+00;3,80E+00;1,17E+01;7,319695;42;0;0;0;0;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21862;19674900;3,17E+00;2,94E+00;9,46E+00;7,319695;42;0;0;0;2,09E+00;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21863;19675800;3,00E+00;2,48E+00;8,41E+00;7,319695;42;0;0;0;2,09E+00;0;0;0;0;0;0;0;0;27,4;;;;;;;;
21864;19676700;2,81E+00;1,94E+00;6,73E+00;7,319695;42;3,83E+00;6,40572228;5,9684874;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;27,4;;;;;;;;
21865;19677600;2,22E+00;1,37E+00;4,91E+00;7,247698;40,1;0;0;0;0;0;0;0;0;0;0;0;0;26,1;;;;;;;;
21866;19678500;1,57E+00;8,32E-01;2,98E+00;7,247698;40,1;0;0;3,21E+00;0;0;0;0;0;0;0;0;0;26,1;;;;;;;;
21867;19679400;1,10E+00;5,35E-01;1,95E+00;7,247698;40,1;0;0;0;0;9,25E-01;0;0;0;0;0;0;0;26,1;;;;;;;;
21868;19680300;8,39E-01;4,17E-01;1,8926226;7,247698;40,1;7,19275512;6,40572228;6,88373424;6,26031252;3,71E+00;6,8310408;0;0;0;0;0;0;26,1;;;;;;;;
21869;19681200;5,95E-01;0,28081592;1,623658;7,079705;36;0;0;1,73E+00;0;0;0;0;0;0;0;0;0;23,3;;;;;;;;
21870;19682100;0,37802954;0,1588705;1,5329806;7,079705;36;0;0;0;0;0;0;0;0;0;0;0;0;23,3;;;;;;;;
21871;19683000;0,27793814;0,10613691;0,91032733;7,079705;36;0;0;0;0;0;0;0;0;0;0;0;0;23,3;;;;;;;;
21872;19683900;0,20209402;0,07715522;0,38748114;7,079705;36;7,19275512;6,40572228;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;23,3;;;;;;;;
21873;19684800;0,1068683;0,041848923;0,10686981;6,911712;32;0;0;0;0;0;0;0;0;0;0;0;0;20,8;;;;;;;;
21874;19685700;0,028593538;0,011548436;0,028594835;6,911712;32;0;0;0;0;0;0;0;0;0;0;0;0;20,8;;;;;;;;
21875;19686600;0;0;0;6,911712;32;0;4,27E-01;0;0;0;0;0;0;0;0;0;0;20,8;;;;;;;;
21876;19687500;0;0;0;6,911712;32;5,75424432;3,41E+00;6,88373424;6,26031252;6,95855088;6,8310408;0;0;0;0;0;0;20,8;;;;;;;;
21877;19688400;0;0;0;6,335736;29,8;1,28E+00;4,72E+00;4,18E+00;2,62E+00;2,86E+00;4,09E+00;0;0;0;0;0;0;19,8;;;;;;;;
